"","start","end","today","diviceid","titre_entretien","date_enquete","enqueteur","admin1_enquete","admin2_enquete","admin3_enquete","localite_enquete_realise","admin1_localite","admin2_localite","admin3_localite","nom_localite_renseigne","autre","source_info","source_info_autre","genre_informateur","age_informateur","statut_deplacement_informateur","source_info_localite","source_info_localite_autre","moyen_communication_contact","moyen_communication_contact_autre","info_dernier_mois","info_localite_habite","Maintenant_nous_allo_personnes_deplac_es","large_deplacement_population","raison_deplacement","raison_deplacement_autre","idp_site","idp_famille_accueil","proportion_deplaces","date_dernier_idp","provenance_dernier_idp","provenance_dernier_idp_prefecture","provenance_dernier_idp_sous_prefecture","raison_presence","raison_presence_autre","condition_retour","condition_retour_autre","Maintenant_nous_allo_personnes_retourn_es","retourne_dernier_mois","date_retour","provenance_dernier_retourne","provenance_dernier_retourne_prefecture","provenance_dernier_retourne_sous_prefecture","Maintenant_nous_allo_ns_sur_les_rapatri_s","presence_rapatries","date_retour_rapatries","provenance_rapatries","provenance_rapatries_pays","provenance_dernier_rapaties_autre","raison_rapatriement","raison_rapatriement_autre","Maintenant_nous_allo_s_curit_alimentaire","acces_nourriture","raison_inaccessible","raison_inacessible_autre","strategie_survie","strategie_survie/aucun","strategie_survie/vente_actifs_nonproductifs","strategie_survie/vente_actifs_productif","strategie_survie/reduire_depenses_nonalim","strategie_survie/emprunter_argent_nourriture","strategie_survie/vente_maison_champs","strategie_survie/activités_illegales","strategie_survie/mendier","strategie_survie/consommer_semences","strategie_survie/autre","strategie_survie/nsp","strategie_survie_autre","marche_fonctionnel","marche_fonctionnel_acces","marche_fonctionnel_prix","assistance_alimentaire","Maintenant_nous_allo_ion_sur_la_nutrition","malnutri_moins_cinq_ans","malnutri_plus_cinq_ans","acces_centre_prise_en_charge_malnutri","programme_alimentaire_article_nutritionnel","Maintenant_nous_allo_s_moyens_d_existence","depense_alimentation","source_revenu","source_revenu_autre","revenu_moyen","acces_terre","barriere_agriculture","barriere_agriculture_autre","possession_betail","type_betail","epidemie_betail","assistance_agricole","Maintenant_nous_all_uestions_sur_la_sant","pb_sante_moins_cinq_ans","pb_sante_moins_cinq_ans_autre","pb_sante_plus_cinq_ans","pb_sante_plus_cinq_ans_autre","cause_deces","cause_deces_autre","comparaison_deces","lieu_accouchement","lieu_accouchement_autre","raison_accouchement_maison","raison_accouchement_maison_autre","service_sante_distance_marche","lieu_soin_choisi","lieu_soin_choisi_autre","service_sante_duree_marche","service_sante_acces","service_sante_barriere","service_sante_barriere_autre","assistance_service_sante","Mainteneant_nous_all_ns_sur_la_protection","incident_mort","incident_pillage","sentiment_securite","risque_protection_fille","risque_protection_fille_autre","risque_protection_garcon","risque_protection_garcon_autre","risque_protection_femme","risque_protection_femme_autre","risque_protection_homme","risque_protection_homme_autre","mineurs_separes","mineurs_separes_raison","mineurs_separes_raison_autre","relation_idp_hote","assistance_protection","assistance_protection_autre","programme_protection_assistance","Maintenant_nous_allo_les_NFI_et_les_abris","type_abris_hote","type_abris_hote_autre","type_abris_refugie_idp","type_abris_refugie_idp_autre","type_abris_retourne_rapatrie","type_abris_retourne_rapatrie_autre","materiaux_dispo","paille","tole","bache","corde","bois","brique_cuite","brique_non_cuite","fer","ciment","nfi_001","couverture","seau","bidon","kit_cuisine","moustiquaire","couchage","bache_001","habit","savon","programme_assistance_abris_nfi","Maintenant_nous_allo_ns_relatives_l_eau","source_eau_boire","source_eau_boire_autre","source_eau_usage","source_eau_usage_autre","source_eau_temp_boire","source_eau_temp_usage","source_eau_saison_seche_boire","source_eau_saison_seche_usage","acces_eau","acces_eau_barriere","acces_eau_barriere_autre","Maintenant_nous_allo_au_lavage_des_mains","infra_sanitaire_utilise","infra_sanitaire_utilise_autre","dispositif_lavage_main","programme_assistance_eha","Maintenant_nous_allo_tions_sur_l_ducation","service_education_fonctionnel","service_education_dispo","service_education_indispo","service_education_indispo_autre","service_education_indispo_insecurite","service_education_indispo_insecurite_autre","participation_fille","participation_garcon","participation_fille_ado","participation_garcon_ado","acces_education_barriere","acces_education_barriere_autre","programme_assistance_education","Maintenant_nous_allo_ismes_de_redevabilit","source_info_confiance","source_info_confiance_autre","radio_fonctionnelle","station_radio_fonctionnelle","reseau_tel_fonctionnel","reseau_tel_fonctionnel_rupture","besoins_prioritaires","priorite_un","priorite_deux","priorite_trois","Maintenant_nous_allo_n_de_notre_entretien","ki_zone","ki_zone_contact","participation_focus_group","entretien_prochain_mois","entretien_prochain_mois_contact","final_enquete","__version__","_id","_uuid","_submission_time","_validation_status","_index"
"236",,,,,,,,,,,,"mbomou","bakouma","bakouma","bakouma",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","secu",,,"0","0","0","0","0","0","0","0","0","1","0",,"oui","oui","oui","oui",,"oui","non","non","non",,"majorite","jtt_agricole",,"inf_dix","oui","manque_experience",,"oui","petit","oui","non",,"palu",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_heure","juste_assez",,,"non",,"non","non","non","separation_familiale",,"pillage_criminalite",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"non","non","non","non","non","non","non","oui","oui","non",,"puit_non_protege",,"puit_non_protege",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","insuffisance_recipient",,,"latrine_non_acceptable",,"oui","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"non","non","oui","non",,"subsistance","nfi","AC",,,,,,,,,,,,,
"237",,,,,,,,,,,,"mbomou","bakouma","bakouma","fadama",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","non","non","non",,"AC","agriculture",,"inf_dix","oui","AC",,"oui","petit","non","non",,"diarrhee",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"sup_demie_journee","insuffisant","AC",,"non",,"non","non","non","violence_sexuelle",,"aucun",,"AC",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","non","non","non",,"non","non","oui","non","non","non","non","oui","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","oui","oui","insuffisant","indispo_source",,,"latrine_non_acceptable",,"oui","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"non","non","oui","oui",,"eha","education","subsistance",,,,,,,,,,,,,
"238",,,,,,,,,,,,"mbomou","bakouma","bakouma","Gbolo, axe Bakouma - Ira-banda, pk 10",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","1","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","non","non","non",,"moitie","agriculture",,"inf_dix","oui","aucun",,"oui","petit","non","non",,"diarrhee",,"palu",,"maladie",,"non","maison",,"manque_cs",,"non",,,,"insuffisant","medicament_indispo",,"non",,"non","non","non","aucun",,"AC",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","non","non","non","oui","non",,"AC",,"AC",,"inf_quinze_min","inf_quinze_min","non","non","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"non","non","oui","oui",,"eha","sante","AC",,,,,,,,,,,,,
"239",,,,,,,,,,,,"mbomou","bakouma","bakouma","lengo",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","1","0","0","0","0","0","0","1","0",,"non",,,"non",,"oui","non","non","non",,"majorite","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","non","non",,"diarrhee",,"palu",,"maladie",,"non","maison",,"manque_cs",,"non",,,,"insuffisant","medicament_indispo",,"non",,"non","non","non","aucun",,"aucun",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","non","non","non",,"non","non","non","non","non","oui","non","oui","oui","non",,"puit_non_protege",,"puit_non_protege",,"inf_trente_min","inf_trente_min","non","non","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"oui","oui","oui","oui",,"sante","AC","AC",,,,,,,,,,,,,
"240",,,,,,,,,,,,"mbomou","bakouma","bakouma","maliko",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","non","non","non",,"plus_moitie","agriculture",,"dix_trente","oui","aucun",,"oui","petit","non","non",,"AC",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_heure","insuffisant","AC",,"non",,"non","non","non","aucun",,"aucun",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","non","non","non",,"oui","non","oui","non","oui","non","non","oui","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","non","non","juste_assez",,,,"latrine_non_acceptable",,"oui","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"non","non","oui","oui",,"AC","sante","AC",,,,,,,,,,,,,
"241",,,,,,,,,,,,"mbomou","bakouma","bakouma","ndenguiro",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","non","non","non",,"moitie","peche_chasse",,"inf_dix","oui","AC",,"oui","petit","non","non",,"palu",,"palu",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"inf_trente_min","insuffisant","medicament_indispo",,"non",,"non","non","non","violence_sexuelle",,"AC",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","non","non","oui","oui","non",,"puit_non_protege",,"puit_non_protege",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"oui","non","non",,,"sante","AC","eha",,,,,,,,,,,,,
"242",,,,,,,,,,,,"mbomou","bakouma","bakouma","Tangonda, axe Bakouma - Bangassou, pk 45",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","non","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","non","non",,"palu",,"toux",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"AC","insuffisant","medicament_indispo",,"non",,"non","non","non","aucun",,"aucun",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","non","non","non",,"non","oui","oui","non","non","non","non","oui","oui","non",,"puit_protege",,"AC",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"non","non","non",,,"sante","education","sante",,,,,,,,,,,,,
"243",,,,,,,,,,,,"mbomou","bakouma","bakouma","zime",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","AC",,,"0","0","1","0","0","0","0","0","0","0","0",,"non",,,"oui",,"oui","non","non","non",,"moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","non","non",,"AC",,"palu",,"maladie",,"non","maison",,"AC",,"oui","centre_sante",,"sup_demie_journee","insuffisant","distance_infra",,"non",,"non","non","non","aucun",,"violence_domestique",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"non","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","non","non","oui","oui","non",,"riviere",,"riviere",,"inf_trente_min","inf_trente_min","oui","oui","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"non","non","oui","oui",,"AC","eha","sante",,,,,,,,,,,,,
"244",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","inle-siolo",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","AC","0","0","0","0","0","1","0","0",,"non",,,"non",,"oui","non","non","non",,"moitie","agriculture",,"inf_dix","oui","AC",,"oui","petit","non","non",,"AC",,"palu",,"maladie",,"non","maison",,"manque_cs",,"non",,,,"insuffisant","distance_infra",,"non",,"non","non","non","aucun",,"aucun",,"violence_domestique",,"violence_domestique",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"AC","non","non","oui","oui","AC","oui","non","non",,"non","AC","AC","oui","oui","AC","non","AC","oui","non",,"puit_non_protege",,"puit_non_protege",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","indispo_source",,,"AC",,"non","non",,"oui","communautaire",,,,,"majorite","majorite","AC","presque_aucun","finances",,"non",,"leaders_tradition",,"oui","non","oui","oui",,"education","sante","eha",,,,,,,,,,,,,
"245",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","kpetene",,,,,,,,,,,,,,"non",,,"non","oui","minorite","3_dernier_mois","oui","mbomou","bakouma","conflits_armes",,"securite",,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"1","0","0","0","0","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","non","non","non",,"majorite","agriculture",,"AC","oui","manque_semence_outils",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_heure","insuffisant","abs_travailleur_sante",,"nsp",,"non","oui","non","violence_sexuelle",,"pillage_criminalite",,"separation_familiale",,"separation_familiale",,"oui","mariage",,"fragile","autorite_locale",,"non",,"habitat_long_terme",,"urgence",,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"AC","non","non","oui","non","oui","non","oui","oui","non",,"source_non_amenagee",,"riviere",,"inf_quinze_min","inf_trente_min","non","oui","pas_suffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"oui","publique",,,,,"majorite","majorite","majorite","majorite","AC",,"nsp",,"leaders_tradition",,"oui","nsp","oui","oui",,"eha","AC","subsistance",,,,,,,,,,,,,
"246",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","lakouanga",,,,,,,,,,,,,,"non",,,"non","AC",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","non","oui","oui",,"plus_moitie","agriculture",,"nsp","oui","manque_semence_outils",,"oui","petit","non","non",,"diarrhee",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_heure","AC",,,"AC",,"non","oui","non","violence_sexuelle",,"AC",,"violence_domestique",,"violence_domestique",,"oui","avec_autre_famille",,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"non","non","non","oui","non","AC","non","non","AC","non",,"AC",,"puit_non_protege",,"inf_soixante_min","inf_trente_min","oui","oui","AC",,,,"latrine_non_acceptable",,"oui","non",,"oui","publique",,,,,"plus_moitie","majorite","plus_moitie","majorite","finances",,"non",,"leaders_tradition",,"oui","non","oui","non",,"eha","AC","AC",,,,,,,,,,,,,
"247",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","massini",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","1","0","0",,"non",,,"non",,"oui","non","non","non",,"moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","non","non",,"palu",,"palu",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"inf_trente_min","insuffisant","medicament_indispo",,"non",,"non","oui","non","violence_sexuelle",,"mariage_force",,"AC",,"AC",,"oui","recherche_travail",,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","oui","oui","oui","non","oui","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"AC","AC","oui","oui","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"oui","non","non",,,"sante","AC","AC",,,,,,,,,,,,,
"248",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","niakari",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","marche_non_fonctionnel",,,"0","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","non","oui","non",,"moins_moitie","AC",,"AC","oui","manque_experience",,"oui","petit","non","non",,"diarrhee",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_heure","insuffisant","medicament_indispo",,"non",,"non","non","non","violence_sexuelle",,"pillage_criminalite",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"non","non","oui","oui","oui","non","non","non","non",,"oui","oui","non","non","oui","oui","non","oui","oui","non",,"AC",,"puit_non_protege",,"AC","inf_quinze_min","oui","non","insuffisant","AC",,,"latrine_non_acceptable",,"oui","non",,"oui","publique",,,,,"majorite","majorite","AC","plus_moitie","finances",,"non",,"leaders_tradition",,"oui","non","oui","oui",,"sante","AC","log",,,,,,,,,,,,,
"249",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","nvouna",,,,,,,,,,,,,,"non",,,"non","oui","minorite","AC","oui","mbomou","bakouma","conflits_armes",,"securite",,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","1","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","AC","non","non",,"AC","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"palu",,"AC",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"inf_trente_min","insuffisant","medicament_indispo",,"non",,"non","oui","non","violence_sexuelle",,"pillage_criminalite",,"violence_domestique",,"aucun",,"oui","AC",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"urgence",,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","non","non","oui","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","oui","oui","AC",,,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"oui","non","oui","oui",,"sante","eha","AC",,,,,,,,,,,,,
"250",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","sana",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","1","0","0",,"non",,,"non",,"oui","non","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","aucun",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_demie_journee","AC",,,"non",,"non","non","non","aucun",,"aucun",,"AC",,"AC",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"non","oui","non","oui","oui","oui","non","non","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_quinze_min","inf_quinze_min","non","non","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"oui","publique",,,,,"majorite","majorite","majorite","majorite","AC",,"non",,"leaders_tradition",,"oui","non","oui","oui",,"eha","AC","sante",,,,,,,,,,,,,
"251",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","zidro",,,,,,,,,,,,,,"non",,,"non","oui","minorite","dernier_mois","oui","mbomou","bakouma","rumeurs",,"securite",,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","non","non","non",,"moitie","agriculture",,"inf_dix","oui","aucun",,"oui","petit","non","non",,"palu",,"autre",,"maladie",,"non","AC",,,,"oui","poste_sante",,"AC","insuffisant","AC",,"non",,"non","non","non","mariage_force",,"AC",,"AC",,"violence_domestique",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"habitat_long_terme",,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","oui","non","non","non","non","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","AC","oui","non","insuffisant","indispo_source",,,"latrine_non_acceptable",,"non","non",,"non",,"école fermé (COVID-19)",,,,,,,,,,"non",,"leaders_tradition",,"oui","non","non",,,"nfi","eha","education",,,,,,,,,,,,,
"252",,,,,,,,,,,,"mbomou","bangassou","sayo_niakari","zotte",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","oui","non","non",,"plus_moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"palu",,"palu",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"inf_heure","insuffisant","AC",,"non",,"non","non","non","violence_sexuelle",,"pillage_criminalite",,"aucun",,"aucun",,"oui","avec_autre_famille",,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"non","non","non","non","non","non","non","non","oui","non",,"source_non_amenagee",,"puit_non_protege",,"AC","AC","oui","oui","insuffisant","qualite_eau",,,"AC",,"non","non",,"oui","publique",,,,,"AC","plus_moitie","AC","AC","finances",,"non",,"leaders_tradition",,"oui","non","non",,,"eha","AC","secal",,,,,,,,,,,,,
"253",,,,,,,,,,,,"mbomou","gambo","ngandou","alaga_2",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","1","0","0",,"non",,,"non",,"oui","oui","non","non",,"moitie","peche_chasse",,"inf_dix","oui","aucun",,"oui","petit","oui","non",,"toux",,"toux",,"maladie",,"non","maison",,"manque_cs",,"non",,,,"insuffisant","distance_infra",,"non",,"non","non","non","mariage_force",,"mariage_force",,"violence_domestique",,"violence_domestique",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","non","non","non","oui","non",,"riviere",,"riviere",,"inf_trente_min","inf_trente_min","oui","oui","insuffisant","qualite_eau",,,"defecation_air_libre_cours_eau",,"non","non",,"oui","communautaire",,,,,"majorite","majorite","AC","plus_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"education","AC","AC",,,,,,,,,,,,,
"254",,,,,,,,,,,,"mbomou","gambo","ngandou","banga",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"1","0","0","0","0","0","0","0","0","0","0",,"non",,,"non",,"oui","non","non","non",,"moitie","agriculture",,"inf_dix","oui","nsp",,"oui","petit","oui","non",,"AC",,"toux",,"maladie",,"non","maison",,"manque_cs",,"non",,,,"insuffisant","distance_infra",,"non",,"non","non","non","aucun",,"aucun",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","non","non","non","oui","non",,"riviere",,"riviere",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","qualite_eau",,,"defecation_air_libre_cours_eau",,"non","non",,"oui","publique",,,,,"majorite","majorite","AC","plus_moitie","AC",,"non",,"leaders_tradition",,"non","non","non",,,"education","sante","eha",,,,,,,,,,,,,
"255",,,,,,,,,,,,"mbomou","gambo","ngandou","diberet",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","marche_non_fonctionnel",,,"0","1","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","non","oui","non",,"majorite","peche_chasse",,"inf_dix","oui","manque_experience",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"non","centre_sante",,,,"oui","centre_sante",,"inf_heure","insuffisant","medicament_indispo",,"non",,"non","non","non","violence_sexuelle",,"separation_familiale",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"non","non","non","oui","oui","non","oui","non","non",,"non","non","non","non","non","oui","non","oui","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","indispo_source",,,"defecation_air_libre_cours_eau",,"oui","non",,"oui","publique",,,,,"majorite","majorite","moins_moitie","moins_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"education","log","eha",,,,,,,,,,,,,
"256",,,,,,,,,,,,"mbomou","gambo","ngandou","Gbito, axe Ngalapka - Popongo, pk 3",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","0","1","0",,"oui","oui","oui","non",,"oui","oui","oui","non",,"moitie","agriculture",,"inf_dix","oui","AC",,"oui","petit","non","non",,"autre",,"autre",,"maladie",,"oui","centre_sante",,,,"oui","centre_sante",,"inf_heure","insuffisant","ressource_financiere",,"oui",,"non","non","non","mariage_force",,"mariage_force",,"violence_domestique",,"aucun",,"oui","perdu_pendant_deplacement",,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"non","non","non","non","non","non","non","oui","oui","non",,"riviere",,"riviere",,"inf_trente_min","inf_trente_min","oui","oui","insuffisant","qualite_eau",,,"latrine_non_acceptable",,"non","non",,"oui","publique",,,,,"plus_moitie","plus_moitie","moins_moitie","moins_moitie","enfant_pas_interesse",,"non",,"leaders_tradition",,"non","non","non",,,"eha","eha","secal",,,,,,,,,,,,,
"257",,,,,,,,,,,,"mbomou","gambo","ngandou","gbohwanet",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","secu",,,"0","0","1","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","non","oui","non",,"majorite","peche_chasse",,"inf_dix","oui","manque_experience",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"oui","centre_sante",,,,"oui","centre_sante",,"inf_trente_min","insuffisant","medicament_indispo",,"non",,"non","oui","non","violence_sexuelle",,"separation_familiale",,"aucun",,"aucun",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","non","oui","non","oui","non","non",,"non","non","non","non","non","oui","non","oui","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_quinze_min","inf_quinze_min","oui","oui","insuffisant","indispo_source",,,"latrine_non_acceptable",,"oui","non",,"oui","publique",,,,,"plus_moitie","plus_moitie","moins_moitie","moins_moitie","finances",,"non",,"leaders_tradition",,"non","non","non",,,"eha","education","log",,,,,,,,,,,,,
